LECROYWS44MXs-B,57124,Waveform
Segments,1,SegmentSize,10001
Segment,TrigTime,TimeSinceSegment1
#1,14-Dec-2021 16:14:19,0                 
Time,Ampl
-2e-005,19.7196
-1.998e-005,17.4872
-1.996e-005,19.5335
-1.994e-005,19.0995
-1.992e-005,18.5414
-1.99e-005,17.9833
-1.988e-005,21.7039
-1.986e-005,18.7894
-1.984e-005,17.9213
-1.982e-005,19.5956
-1.98e-005,18.7274
-1.978e-005,20.1537
-1.976e-005,16.9291
-1.974e-005,18.3553
-1.972e-005,18.4794
-1.97e-005,20.2777
-1.968e-005,20.4017
-1.966e-005,17.3632
-1.964e-005,21.7039
-1.962e-005,16.805
-1.96e-005,23.6263
-1.958e-005,14.5106
-1.956e-005,22.6961
-1.954e-005,17.3011
-1.952e-005,20.2777
-1.95e-005,18.9754
-1.948e-005,18.0453
-1.946e-005,19.0995
-1.944e-005,18.9754
-1.942e-005,19.8436
-1.94e-005,17.2391
-1.938e-005,17.9213
-1.936e-005,20.2777
-1.934e-005,19.4715
-1.932e-005,18.7274
-1.93e-005,19.1615
-1.928e-005,19.2235
-1.926e-005,20.0916
-1.924e-005,18.8514
-1.922e-005,17.1771
-1.92e-005,18.8514
-1.918e-005,19.8436
-1.916e-005,19.8436
-1.914e-005,16.557
-1.912e-005,17.7972
-1.91e-005,19.9056
-1.908e-005,20.4017
-1.906e-005,15.5028
-1.904e-005,18.5414
-1.902e-005,18.7274
-1.9e-005,21.4559
-1.898e-005,19.2855
-1.896e-005,18.8514
-1.894e-005,18.9754
-1.892e-005,21.5179
-1.89e-005,17.4872
-1.888e-005,19.6576
-1.886e-005,15.5648
-1.884e-005,24.9285
-1.882e-005,16.495
-1.88e-005,19.5335
-1.878e-005,17.0531
-1.876e-005,20.1537
-1.874e-005,19.8436
-1.872e-005,17.6112
-1.87e-005,17.7352
-1.868e-005,17.1151
-1.866e-005,21.952
-1.864e-005,18.1693
-1.862e-005,17.6112
-1.86e-005,17.5492
-1.858e-005,21.3939
-1.856e-005,21.0218
-1.854e-005,17.5492
-1.852e-005,18.3553
-1.85e-005,17.5492
-1.848e-005,21.3939
-1.846e-005,18.5414
-1.844e-005,18.2313
-1.842e-005,16.557
-1.84e-005,20.5877
-1.838e-005,20.1537
-1.836e-005,17.8592
-1.834e-005,15.8749
-1.832e-005,20.4017
-1.83e-005,18.6654
-1.828e-005,19.3475
-1.826e-005,19.7196
-1.824e-005,16.8671
-1.822e-005,24.3084
-1.82e-005,15.0687
-1.818e-005,22.4481
-1.816e-005,14.1386
-1.814e-005,23.0062
-1.812e-005,19.2855
-1.81e-005,17.4252
-1.808e-005,16.619
-1.806e-005,20.1537
-1.804e-005,21.7039
-1.802e-005,14.2006
-1.8e-005,18.7894
-1.798e-005,15.7509
-1.796e-005,21.952
-1.794e-005,17.6732
-1.792e-005,19.4095
-1.79e-005,17.0531
-1.788e-005,20.5877
-1.786e-005,20.5257
-1.784e-005,16.681
-1.782e-005,17.6112
-1.78e-005,20.4017
-1.778e-005,18.7894
-1.776e-005,17.7972
-1.774e-005,18.1693
-1.772e-005,17.5492
-1.77e-005,20.4017
-1.768e-005,18.9754
-1.766e-005,18.5414
-1.764e-005,17.2391
-1.762e-005,18.9134
-1.76e-005,20.0296
-1.758e-005,18.4173
-1.756e-005,18.7894
-1.754e-005,18.9754
-1.752e-005,22.8822
-1.75e-005,16.1849
-1.748e-005,18.0453
-1.746e-005,17.1151
-1.744e-005,19.5335
-1.742e-005,20.8978
-1.74e-005,16.9291
-1.738e-005,17.1771
-1.736e-005,17.7352
-1.734e-005,21.89
-1.732e-005,17.1771
-1.73e-005,16.557
-1.728e-005,20.5877
-1.726e-005,18.6034
-1.724e-005,18.9754
-1.722e-005,17.5492
-1.72e-005,17.7972
-1.718e-005,20.0296
-1.716e-005,19.6576
-1.714e-005,18.1073
-1.712e-005,17.4252
-1.71e-005,19.4715
-1.708e-005,20.0296
-1.706e-005,17.5492
-1.704e-005,18.0453
-1.702e-005,19.1615
-1.7e-005,19.5956
-1.698e-005,17.6112
-1.696e-005,19.4095
-1.694e-005,16.743
-1.692e-005,20.1537
-1.69e-005,17.9213
-1.688e-005,18.5414
-1.686e-005,18.1693
-1.684e-005,20.0916
-1.682e-005,18.7274
-1.68e-005,21.0838
-1.678e-005,13.7665
-1.676e-005,25.1766
-1.674e-005,15.1307
-1.672e-005,22.3861
-1.67e-005,16.557
-1.668e-005,18.5414
-1.666e-005,19.1615
-1.664e-005,18.2313
-1.662e-005,20.0296
-1.66e-005,16.557
-1.658e-005,19.9056
-1.656e-005,18.4173
-1.654e-005,18.9754
-1.652e-005,16.8671
-1.65e-005,19.9056
-1.648e-005,19.2235
-1.646e-005,17.4872
-1.644e-005,20.4637
-1.642e-005,17.7972
-1.64e-005,20.7738
-1.638e-005,18.0453
-1.636e-005,19.3475
-1.634e-005,16.371
-1.632e-005,19.1615
-1.63e-005,18.8514
-1.628e-005,18.4173
-1.626e-005,17.3011
-1.624e-005,21.0218
-1.622e-005,16.9291
-1.62e-005,17.9833
-1.618e-005,18.2313
-1.616e-005,17.8592
-1.614e-005,21.2078
-1.612e-005,16.433
-1.61e-005,21.7039
-1.608e-005,16.681
-1.606e-005,21.0838
-1.604e-005,18.7274
-1.602e-005,18.5414
-1.6e-005,18.9134
-1.598e-005,18.6034
-1.596e-005,20.8978
-1.594e-005,15.3168
-1.592e-005,21.7039
-1.59e-005,16.309
-1.588e-005,20.2777
-1.586e-005,16.805
-1.584e-005,18.8514
-1.582e-005,17.0531
-1.58e-005,19.5335
-1.578e-005,20.0916
-1.576e-005,17.6112
-1.574e-005,17.8592
-1.572e-005,20.4637
-1.57e-005,19.0995
-1.568e-005,16.309
-1.566e-005,19.4095
-1.564e-005,17.9833
-1.562e-005,19.4715
-1.56e-005,17.4872
-1.558e-005,18.2933
-1.556e-005,17.9833
-1.554e-005,19.5956
-1.552e-005,18.6654
-1.55e-005,17.3632
-1.548e-005,17.7352
-1.546e-005,19.7196
-1.544e-005,20.5257
-1.542e-005,16.371
-1.54e-005,19.2855
-1.538e-005,20.5877
-1.536e-005,17.8592
-1.534e-005,20.6497
-1.532e-005,14.9447
-1.53e-005,21.3319
-1.528e-005,17.4872
-1.526e-005,19.9056
-1.524e-005,16.8671
-1.522e-005,17.3632
-1.52e-005,21.952
-1.518e-005,17.0531
-1.516e-005,17.4252
-1.514e-005,16.619
-1.512e-005,18.8514
-1.51e-005,19.4095
-1.508e-005,17.3011
-1.506e-005,17.5492
-1.504e-005,18.1073
-1.502e-005,20.7738
-1.5e-005,19.3475
-1.498e-005,17.4872
-1.496e-005,16.1229
-1.494e-005,21.0838
-1.492e-005,19.2855
-1.49e-005,15.7509
-1.488e-005,17.5492
-1.486e-005,17.7352
-1.484e-005,20.1537
-1.482e-005,17.3632
-1.48e-005,16.9911
-1.478e-005,16.2469
-1.476e-005,19.9056
-1.474e-005,18.9134
-1.472e-005,18.1073
-1.47e-005,16.309
-1.468e-005,23.5023
-1.466e-005,15.9989
-1.464e-005,21.0838
-1.462e-005,15.6888
-1.46e-005,19.7196
-1.458e-005,20.4017
-1.456e-005,16.8671
-1.454e-005,17.9213
-1.452e-005,16.495
-1.45e-005,21.2078
-1.448e-005,17.4872
-1.446e-005,18.1073
-1.444e-005,15.8749
-1.442e-005,19.9056
-1.44e-005,20.5257
-1.438e-005,16.2469
-1.436e-005,18.8514
-1.434e-005,17.1151
-1.432e-005,21.828
-1.43e-005,16.9291
-1.428e-005,18.1693
-1.426e-005,14.9447
-1.424e-005,20.1537
-1.422e-005,18.2933
-1.42e-005,17.1151
-1.418e-005,15.0067
-1.416e-005,21.5179
-1.414e-005,17.9833
-1.412e-005,17.9213
-1.41e-005,17.6112
-1.408e-005,16.557
-1.406e-005,19.1615
-1.404e-005,17.4252
-1.402e-005,16.9911
-1.4e-005,16.805
-1.398e-005,20.7118
-1.396e-005,20.9598
-1.394e-005,14.8827
-1.392e-005,19.3475
-1.39e-005,16.1849
-1.388e-005,22.5101
-1.386e-005,13.4564
-1.384e-005,18.5414
-1.382e-005,15.2548
-1.38e-005,21.5179
-1.378e-005,17.3632
-1.376e-005,16.371
-1.374e-005,16.805
-1.372e-005,18.0453
-1.37e-005,20.1537
-1.368e-005,16.1229
-1.366e-005,16.2469
-1.364e-005,19.5335
-1.362e-005,18.2313
-1.36e-005,17.6732
-1.358e-005,17.3632
-1.356e-005,16.557
-1.354e-005,18.2313
-1.352e-005,18.1073
-1.35e-005,17.6112
-1.348e-005,16.619
-1.346e-005,18.0453
-1.344e-005,18.7274
-1.342e-005,17.1771
-1.34e-005,16.805
-1.338e-005,18.2933
-1.336e-005,18.6034
-1.334e-005,16.1229
-1.332e-005,18.3553
-1.33e-005,15.8129
-1.328e-005,18.3553
-1.326e-005,21.4559
-1.324e-005,14.3866
-1.322e-005,19.4095
-1.32e-005,16.0609
-1.318e-005,20.9598
-1.316e-005,16.619
-1.314e-005,15.7509
-1.312e-005,19.2235
-1.31e-005,16.743
-1.308e-005,19.2855
-1.306e-005,15.2548
-1.304e-005,16.805
-1.302e-005,18.4173
-1.3e-005,18.0453
-1.298e-005,16.9291
-1.296e-005,16.9291
-1.294e-005,18.6034
-1.292e-005,19.0375
-1.29e-005,18.6654
-1.288e-005,15.0687
-1.286e-005,18.9134
-1.284e-005,18.6034
-1.282e-005,16.433
-1.28e-005,17.4872
-1.278e-005,15.8749
-1.276e-005,17.7972
-1.274e-005,16.681
-1.272e-005,17.6732
-1.27e-005,16.743
-1.268e-005,17.5492
-1.266e-005,18.0453
-1.264e-005,16.309
-1.262e-005,16.9291
-1.26e-005,20.5257
-1.258e-005,16.2469
-1.256e-005,19.2855
-1.254e-005,18.5414
-1.252e-005,15.4408
-1.25e-005,19.8436
-1.248e-005,14.6967
-1.246e-005,20.5877
-1.244e-005,13.8905
-1.242e-005,19.0375
-1.24e-005,16.619
-1.238e-005,18.7274
-1.236e-005,15.3788
-1.234e-005,17.7352
-1.232e-005,18.1073
-1.23e-005,16.309
-1.228e-005,18.7894
-1.226e-005,15.3788
-1.224e-005,19.0995
-1.222e-005,16.2469
-1.22e-005,18.6654
-1.218e-005,15.5028
-1.216e-005,18.9134
-1.214e-005,16.805
-1.212e-005,17.6112
-1.21e-005,15.5648
-1.208e-005,18.7894
-1.206e-005,15.8129
-1.204e-005,17.1151
-1.202e-005,16.743
-1.2e-005,17.9213
-1.198e-005,17.7352
-1.196e-005,15.8129
-1.194e-005,15.9369
-1.192e-005,16.9291
-1.19e-005,18.7274
-1.188e-005,18.6654
-1.186e-005,15.6268
-1.184e-005,19.6576
-1.182e-005,15.0687
-1.18e-005,21.5799
-1.178e-005,11.6581
-1.176e-005,20.6497
-1.174e-005,14.8827
-1.172e-005,18.1073
-1.17e-005,15.3788
-1.168e-005,16.433
-1.166e-005,17.1151
-1.164e-005,15.9989
-1.162e-005,17.7352
-1.16e-005,15.8129
-1.158e-005,17.8592
-1.156e-005,18.8514
-1.154e-005,15.6268
-1.152e-005,16.1849
-1.15e-005,17.2391
-1.148e-005,17.6112
-1.146e-005,17.1151
-1.144e-005,16.495
-1.142e-005,14.6347
-1.14e-005,17.7972
-1.138e-005,17.3632
-1.136e-005,17.6732
-1.134e-005,15.6888
-1.132e-005,16.557
-1.13e-005,19.4715
-1.128e-005,18.4173
-1.126e-005,13.9525
-1.124e-005,16.1849
-1.122e-005,16.433
-1.12e-005,19.5956
-1.118e-005,16.681
-1.116e-005,16.0609
-1.114e-005,18.0453
-1.112e-005,17.9833
-1.11e-005,18.7894
-1.108e-005,16.557
-1.106e-005,14.8827
-1.104e-005,22.262
